"Reporting Period","Project ID","Project County","Project City","Project ZIP","Gas Utility","Electric Utility","Project Completion Date","Total Project Cost","Pre-Retrofit Home Heating Fuel Type","Year Home Built","Size Of Home","Number Of Units","Job Type","Type Of Dwelling","Measure Type","Estimated Annual kWh Savings","Estimated Annual MMBtu Savings","First Year Modeled Project Energy Savings $ Estimate","Location 1"
"06/30/2023","489455","Monroe","Hamlin","14464",,"National Grid","06/15/2021","$37,141.00","Propane",,"3,388","1","Home Performance","Single Family","Building Shell","4,978.00","86.00","$2,687.00"," Hamlin NY 14464 (43.2885292, -77.9161451)"
"06/30/2023","518784","Kings","Brooklyn","11234","National Grid","Consolidated Edison","09/30/2021","$7,912.00","Natural Gas",,"2,244","1","Home Performance","Single Family","Building Shell","510.00","50.00","$886.00"," Brooklyn NY 11234 (40.61463, -73.923985)"
"06/30/2023","524784","Queens","Queens","11412",,"Consolidated Edison","12/09/2021","$9,806.00","Natural Gas",,"1,776","1","Home Performance","Single Family","Building Shell","1,054.00","47.00","$963.00"," Queens NY 11412 (40.692835, -73.75811)"
"06/30/2023","474920","Monroe","Rochester","14619","Rochester Gas & Electric","Rochester Gas & Electric","12/17/2020","$9,172.00","Natural Gas","1921","1,670","1","Home Performance","Single Family","Building Shell","0.00","69.00","$581.00"," Rochester NY 14619 (43.13596, -77.64898)"
"06/30/2023","515003","Monroe","Rochester","14626","Rochester Gas & Electric","Rochester Gas & Electric","11/02/2021","$4,164.00","Natural Gas","1966","1,115","1","Home Performance","Single Family","Building Shell","1,118.00","9.00","$193.00"," Rochester NY 14626 (43.21119, -77.696605)"
"06/30/2023","370474","Schenectady","Schenectady","12304",,"National Grid","09/23/2019","$6,078.00","Propane","1986","980","1","Home Performance","Mobile","Building Shell","301.00","16.00","$494.00"," Schenectady NY 12304 (42.77678, -73.899915)"
"06/30/2023","467958","Cayuga","Sterling","13156",,"Rochester Gas & Electric","08/20/2020","$5,158.00","Propane","1979","938","1","Home Performance","Mobile","Building Shell","410.00","15.00","$408.00"," Sterling NY 13156 (43.31597, -76.703585)"
"06/30/2023","497437","Erie","Buffalo","14211","National Fuel Gas Distribution","National Grid","04/13/2021","$7,421.00","Natural Gas","1966","962","1","Home Performance","Single Family","Building Shell","510.00","38.00","$325.00"," Buffalo NY 14211 (42.90832, -78.83677)"
"06/30/2023","495654","Sullivan","Liberty","12754",,"New York State Electric & Gas","08/31/2021","$4,296.00","Oil","1901","1,344","1","Home Performance","Single Family","Building Shell","0.00","9.00","$181.00"," Liberty NY 12754 (41.805105, -74.744745)"
"06/30/2023","515169","Cayuga","Auburn","13021","New York State Electric & Gas","New York State Electric & Gas","08/24/2021","$3,869.00","Natural Gas",,"1,488","1","Home Performance","Single Family","Building Shell","0.00","25.00","$245.00"," Auburn NY 13021 (42.9355, -76.56687)"
"06/30/2023","427117","Franklin","Malone","12953",,"National Grid","07/16/2020","$3,825.00","Kerosene","1994","945","1","Home Performance","Mobile","Building Shell","502.00","8.00","$228.00"," Malone NY 12953 (44.850165, -74.294435)"
"06/30/2023","456643","Jefferson","Watertown","13601","National Grid","National Grid","08/18/2020","$3,092.00","Natural Gas",,"1,456","1","Home Performance","Single Family","Building Shell","259.00","11.00","$187.00"," Watertown NY 13601 (43.9757948, -75.9049969)"
"06/30/2023","449475","Monroe","Rochester","14621","Rochester Gas & Electric","Rochester Gas & Electric","01/20/2020","$645.00","Natural Gas","1902","1,772","1","Home Performance","Single Family","Building Shell","510.00","8.00","$112.00"," Rochester NY 14621 (43.181935, -77.60976)"
"06/30/2023","431287","Monroe","Rochester","14612","Rochester Gas & Electric","Rochester Gas & Electric","01/07/2020","$1,850.00","Natural Gas","1921","900","1","Home Performance","Single Family","Building Shell","494.00","7.00","$103.00"," Rochester NY 14612 (43.25403, -77.613775)"
"06/30/2023","526804","Monroe","Rochester","14613","Rochester Gas & Electric","Rochester Gas & Electric","12/30/2021","$13,284.00","Natural Gas",,"1,252","1","Home Performance","Single Family","Building Shell","-202.00","91.00","$776.00"," Rochester NY 14613 (43.179715, -77.63689)"
"06/30/2023","491743","Oneida","Barneveld","13304",,"National Grid","05/11/2021","$3,759.00","Oil","1881","2,512","1","Home Performance","Single Family","Building Shell","0.00","14.00","$226.00"," Barneveld NY 13304 (43.2555195, -75.185)"
"06/30/2023","411981","Seneca","Waterloo","13165","New York State Electric & Gas","New York State Electric & Gas","11/25/2019","$5,968.00","Natural Gas",,"924","1","Home Performance","Mobile","Building Shell","602.00","19.00","$245.00"," Waterloo NY 13165 (42.9013852, -76.8627782)"
"06/30/2023","474717","Westchester","Tuckahoe","10707","Consolidated Edison","Consolidated Edison","01/12/2021","$7,230.00","Natural Gas",,"2,100","1","Home Performance","Single Family","Building Shell","510.00","32.00","$560.00"," Tuckahoe NY 10707 (40.954511, -73.8242715)"
"06/30/2023","484975","Allegany","Belfast","14711",,"Rochester Gas & Electric","05/11/2021","$4,023.00","Wood","1941","1,324","1","Home Performance","Mobile","Building Shell","541.00","12.00","$457.00"," Belfast NY 14711 (42.3433682, -78.1155902)"
"06/30/2023","454854","Broome","Endicott","13760","New York State Electric & Gas","New York State Electric & Gas","06/22/2021","$7,282.00","Natural Gas",,"1,065","1","Home Performance","Single Family","Building Shell","410.00","37.00","$395.00"," Endicott NY 13760 (42.110115, -76.032545)"
"06/30/2023","459578","Niagara","Wilson","14172","National Fuel Gas Distribution","National Grid","09/08/2020","$9,874.00","Natural Gas","1941","2,775","1","Home Performance","Single Family","Building Shell","443.00","49.00","$408.00"," Wilson NY 14172 (43.3121449, -78.8272672)"
"06/30/2023","450080","Erie","Alden","14004","National Fuel Gas Distribution","New York State Electric & Gas","07/14/2020","$4,188.00","Natural Gas",,"2,638","1","Home Performance","Single Family","Building Shell","510.00","16.00","$170.00"," Alden NY 14004 (42.901735, -78.493275)"
"06/30/2023","424676","Orange","Newburgh","12550",,"Central Hudson Gas & Electric","12/15/2020","$7,844.00","Oil","1981","Report SF less than 800","1","Home Performance","Mobile","Building Shell","494.00","42.00","$862.00"," Newburgh NY 12550 (41.49861, -74.014375)"
"06/30/2023","486915","Erie","Buffalo","14214","National Fuel Gas Distribution","National Grid","02/04/2021","$9,664.00","Natural Gas","1921","2,354","1","Home Performance","Single Family","Building Shell","0.00","80.00","$591.00"," Buffalo NY 14214 (42.9366, -78.83923)"
"06/30/2023","436265","Oswego","West Monroe","13167",,"National Grid","01/07/2020","$11,482.00","Other",,"1,344","1","Home Performance","Mobile","Building Shell","511.00","40.00","$994.00"," West Monroe NY 13167 (43.2891154, -76.1118159)"
"06/30/2023","435570","Oneida","Sauquoit","13456","National Grid","National Grid","02/28/2020","$6,037.00","Natural Gas",,"960","1","Home Performance","Single Family","Building Shell","2,558.00","1.00","$273.00"," Sauquoit NY 13456 (43.003319, -75.2558682)"
"06/30/2023","518473","Queens","Queens","11429",,"Consolidated Edison","10/19/2021","$6,643.00","Natural Gas",,"2,183","1","Home Performance","Single Family","Building Shell","1,270.00","31.00","$761.00"," Queens NY 11429 (40.709695, -73.73622)"
"06/30/2023","481698","Oneida","Utica","13501","National Grid","National Grid","05/27/2021","$9,862.00","Natural Gas","1954","2,081","1","Home Performance","Single Family","Building Shell","510.00","31.00","$311.00"," Utica NY 13501 (43.09528, -75.22754)"
"06/30/2023","427895","Queens","Queens","11355","Consolidated Edison","Central Hudson Gas & Electric","10/31/2019","$6,497.00","Natural Gas",,"2,680","1","Home Performance","Single Family","Building Shell","1,162.00","46.00","$907.00"," Queens NY 11355 (40.75074, -73.823235)"
"06/30/2023","477053","Rockland","Monsey","10952","Orange & Rockland","Orange & Rockland","03/30/2021","$9,164.00","Natural Gas","1956","2,600","1","Home Performance","Single Family","Building Shell","0.00","70.00","$809.00"," Monsey NY 10952 (41.11271, -74.069045)"
"06/30/2023","489096","Ulster","High Falls","12440",,"Central Hudson Gas & Electric","04/20/2021","$10,261.00","Oil",,"1,360","1","Home Performance","Single Family","Building Shell","0.00","33.00","$600.00"," High Falls NY 12440 (41.8299043, -74.1286613)"
"06/30/2023","477442","Chemung","Elmira Heights","14903","New York State Electric & Gas","New York State Electric & Gas","06/15/2021","$2,518.00","Natural Gas","1916","1,104","1","Home Performance","Single Family","Building Shell","0.00","22.00","$219.00"," Elmira Heights NY 14903 (42.127041499, -76.824307698)"
"06/30/2023","464423","Erie","Cheektowaga","14215","National Fuel Gas Distribution","National Grid","08/27/2020","$4,912.00","Natural Gas","1942","1,410","1","Home Performance","Single Family","Building Shell","855.00","18.00","$224.00"," Cheektowaga NY 14215 (42.939113588, -78.793658129)"
"06/30/2023","429341","Suffolk","Central Islip","11722","National Grid","Long Island Power Authority","10/17/2019","$5,111.00","Natural Gas","1961","1,260","1","Home Performance","Single Family","Building Shell","1,142.00","22.00","$482.00"," Central Islip NY 11722 (40.78255, -73.21059)"
"06/30/2023","457702","Schuyler","Odessa","14869",,"New York State Electric & Gas","03/31/2020","$7,781.00","Oil","1872","1,740","1","Home Performance","Single Family","Heating and Cooling","510.00","27.00","$566.00"," Odessa NY 14869 (42.33558, -76.79092)"
"06/30/2023","457388","Kings","Brooklyn","11234","National Grid","Consolidated Edison","10/13/2020","$2,850.00","Natural Gas",,"1,079","1","Home Performance","Single Family","Building Shell","510.00","11.00","$235.00"," Brooklyn NY 11234 (40.61463, -73.923985)"
"06/30/2023","477086","Monroe","Rochester","14609","Rochester Gas & Electric","Rochester Gas & Electric","07/20/2021","$5,085.00","Natural Gas",,"1,152","1","Home Performance","Single Family","Building Shell","0.00","25.00","$222.00"," Rochester NY 14609 (43.165865, -77.56504)"
"06/30/2023","467185","Saratoga","South Glens Falls","12803",,"National Grid","11/10/2020","$3,062.00","Kerosene",,"876","1","Home Performance","Mobile","Building Shell","510.00","11.00","$193.00"," South Glens Falls NY 12803 (43.298315, -73.63558)"
"06/30/2023","454181","Columbia","Hudson","12534",,"National Grid","01/07/2021","$4,704.00","Oil","1971","1,264","1","Home Performance","Single Family","Building Shell","1,084.00","48.00","$306.00"," Hudson NY 12534 (42.251635, -73.78808)"
"06/30/2023","502912","Nassau","Elmont","11003",,"Long Island Power Authority","08/02/2021","$5,123.00","Natural Gas",,"1,542","1","Home Performance","Single Family","Building Shell","0.00","8.00","$130.00"," Elmont NY 11003 (40.70464, -73.692545)"
"06/30/2023","425545","Wayne","Williamson","14589","Rochester Gas & Electric","Rochester Gas & Electric","10/04/2019","$1,284.00","Natural Gas","1989","980","1","Home Performance","Mobile","Building Shell","200.00","17.00","$161.00"," Williamson NY 14589 (43.227735, -77.18993)"
"06/30/2023","492979","Nassau","Hicksville","11801",,"Long Island Power Authority","11/04/2021","$1,621.00","Oil","1951","1,486","1","Home Performance","Single Family","Building Shell","963.00","1.00","$177.00"," Hicksville NY 11801 (40.76632, -73.52431)"
"06/30/2023","490633","Kings","Brooklyn","11236","National Grid","Consolidated Edison","06/29/2021","$2,584.00","Natural Gas","1960","1,600","1","Home Performance","Single Family","Building Shell","0.00","10.00","$146.00"," Brooklyn NY 11236 (40.644345, -73.905535)"
"06/30/2023","455471","Erie","Cheektowaga","14225","National Fuel Gas Distribution","National Grid","12/15/2020","$1,479.00","Natural Gas","1946","1,500","1","Home Performance","Single Family","Building Shell","510.00","4.00","$80.00"," Cheektowaga NY 14225 (42.925373996, -78.755966516)"
"06/30/2023","426897","Chemung","Erin","14838",,"New York State Electric & Gas","11/07/2019","$5,508.00","Kerosene",,"1,200","1","Home Performance","Mobile","Building Shell","443.00","29.00","$666.00"," Erin NY 14838 (42.1850916, -76.667975)"
"06/30/2023","462512","Allegany","Andover","14806","National Fuel Gas Distribution","Municipal","06/07/2021","$9,908.00","Natural Gas","1961","1,200","1","Home Performance","Single Family","Building Shell","0.00","102.00","$754.00"," Andover NY 14806 (42.15764, -77.7945)"
"06/30/2023","512844","Wayne","Marion","14505",,"Rochester Gas & Electric","10/12/2021","$28,737.00","Oil","1952","1,525","1","Home Performance","Single Family","Building Shell","-5,713.00","126.00","$1,739.00"," Marion NY 14505 (43.14476, -77.18748)"
"06/30/2023","480136","Washington","Granville","12832",,"New York State Electric & Gas","03/11/2021","$15,436.00","Kerosene","1999","1,179","1","Home Performance","Single Family","Building Shell","494.00","45.00","$625.00"," Granville NY 12832 (43.40284, -73.264795)"
"06/30/2023","487937","Ontario","Farmington","14425","Rochester Gas & Electric","Rochester Gas & Electric","02/23/2021","$6,276.00","Natural Gas","1961","1,356","1","Home Performance","Single Family","Building Shell","443.00","33.00","$320.00"," Farmington NY 14425 (42.9784959, -77.3628069)"
"06/30/2023","505959","Onondaga","Syracuse","13219","National Grid","National Grid","11/02/2021","$8,783.00","Natural Gas","1957","1,252","1","Home Performance","Single Family","Building Shell","426.00","46.00","$554.00"," Syracuse NY 13219 (43.045125, -76.24271)"
"06/30/2023","526583","Monroe","Webster","14580","Rochester Gas & Electric","Rochester Gas & Electric","12/16/2021","$4,188.00","Natural Gas",,"1,010","1","Home Performance","Single Family","Building Shell","0.00","23.00","$202.00"," Webster NY 14580 (43.2141056, -77.4345478)"
"06/30/2023","432389","Erie","Cheektowaga","14215","National Fuel Gas Distribution","National Grid","07/14/2020","$4,350.00","Natural Gas",,"1,080","1","Home Performance","Single Family","Building Shell","107.00","15.00","$124.00"," Cheektowaga NY 14215 (42.939113588, -78.793658129)"
"06/30/2023","504211","Oneida","Rome","13440","National Grid","National Grid","08/02/2021","$7,352.00","Natural Gas",,"1,208","1","Home Performance","Single Family","Building Shell","460.00","29.00","$378.00"," Rome NY 13440 (43.21118, -75.458425)"
"06/30/2023","510147","Washington","North Granville","12854",,"New York State Electric & Gas","11/18/2021","$10,358.00","Propane","1969","1,088","1","Home Performance","Mobile","Building Shell","410.00","48.00","$966.00"," North Granville NY 12854 (43.448614754, -73.322456232)"
"06/30/2023","494196","Kings","Brooklyn","11234","National Grid","Consolidated Edison","05/04/2021","$4,641.00","Natural Gas","1940","1,000","1","Home Performance","Single Family","Building Shell","460.00","34.00","$618.00"," Brooklyn NY 11234 (40.61463, -73.923985)"
"06/30/2023","427252","Queens","Queens","11433","National Grid","Consolidated Edison","01/06/2020","$10,338.00","Natural Gas","1951","1,984","1","Home Performance","Single Family","Building Shell","570.00","73.00","$956.00"," Queens NY 11433 (40.697715, -73.786045)"
"06/30/2023","495375","Orange","Newburgh","12550",,"Central Hudson Gas & Electric","06/29/2021","$9,305.00","Propane","1987","2,047","1","Home Performance","Single Family","Building Shell","654.00","41.00","$1,099.00"," Newburgh NY 12550 (41.49861, -74.014375)"
"06/30/2023","427777","Monroe","Webster","14580","Rochester Gas & Electric","Rochester Gas & Electric","01/31/2020","$129.00","Natural Gas","1988","1,440","1","Home Performance","Single Family","Building Shell","0.00","4.00","$33.00"," Webster NY 14580 (43.2141056, -77.4345478)"
"06/30/2023","440822","Chautauqua","Dunkirk","14048","National Fuel Gas Distribution","National Grid","01/21/2020","$5,066.00","Natural Gas","1954","2,382","1","Home Performance","Single Family","Building Shell","393.00","29.00","$252.00"," Dunkirk NY 14048 (42.483225, -79.33407)"
"06/30/2023","455270","Queens","Queens","11427","National Grid","Consolidated Edison","08/04/2020","$3,830.00","Natural Gas",,"1,476","1","Home Performance","Single Family","Building Shell","54.00","21.00","$246.00"," Queens NY 11427 (40.732545, -73.739445)"
"06/30/2023","458593","Monroe","Rochester","14619","Rochester Gas & Electric","Rochester Gas & Electric","11/03/2020","$4,288.00","Natural Gas","1941","966","1","Home Performance","Single Family","Building Shell","510.00","28.00","$284.00"," Rochester NY 14619 (43.13596, -77.64898)"
"06/30/2023","480625","Erie","Buffalo","14212","National Fuel Gas Distribution","National Grid","07/27/2021","$14,109.00","Natural Gas","1921","2,200","1","Home Performance","Single Family","Building Shell","443.00","143.00","$1,100.00"," Buffalo NY 14212 (42.8937408, -78.83448)"
"06/30/2023","483357","Tioga","Berkshire","13736",,"New York State Electric & Gas","02/11/2021","$5,980.00","Wood","1871","1,863","1","Home Performance","Single Family","Building Shell","1,826.00","46.00","$646.00"," Berkshire NY 13736 (42.3064024, -76.185837)"
"06/30/2023","474609","Oneida","New Hartford","13413","National Grid","National Grid","08/12/2021","$7,230.00","Natural Gas",,"920","1","Home Performance","Single Family","Building Shell","567.00","44.00","$420.00"," New Hartford NY 13413 (43.0684, -75.28726)"
"06/30/2023","466321","Otsego","Oneonta","13820",,"New York State Electric & Gas","01/26/2021","$1,954.00","Propane","1966","Report SF less than 800","1","Home Performance","Mobile","Building Shell","0.00","10.00","$247.00"," Oneonta NY 13820 (42.45785, -75.061825)"
"06/30/2023","502597","Erie","Buffalo","14207","National Fuel Gas Distribution","National Grid","09/14/2021","$17,202.00","Natural Gas","1921","2,600","1","Home Performance","Single Family","Building Shell","910.00","158.00","$1,477.00"," Buffalo NY 14207 (42.945525, -78.887125)"
"06/30/2023","514416","Saratoga","Ballston Spa","12020","National Grid","National Grid","09/23/2021","$5,070.00","Electric","2006","1,144","1","Home Performance","Mobile","Building Shell","710.00","7.00","$281.00"," Ballston Spa NY 12020 (43.006105, -73.851605)"
"06/30/2023","469904","Orleans","Medina","14103","New York State Electric & Gas","National Grid","09/22/2020","$2,726.00","Natural Gas",,"2,341","1","Home Performance","Single Family","Building Shell","0.00","10.00","$94.00"," Medina NY 14103 (43.21902, -78.39127)"
"06/30/2023","415187","Monroe","Rochester","14621","Rochester Gas & Electric","Rochester Gas & Electric","10/24/2019","$7,419.00","Natural Gas","1941","2,127","1","Home Performance","Single Family","Building Shell","510.00","49.00","$462.00"," Rochester NY 14621 (43.181935, -77.60976)"
"06/30/2023","481851","Fulton","Dolgeville","13329",,"National Grid","05/04/2021","$7,575.00","Oil","1966","1,060","1","Home Performance","Single Family","Building Shell","659.00","28.00","$561.00"," Dolgeville NY 13329 (43.10185, -74.77389)"
"06/30/2023","446402","Wayne","Sodus","14551","Rochester Gas & Electric","Rochester Gas & Electric","01/31/2020","$1,835.00","Natural Gas",,"1,104","1","Home Performance","Single Family","Building Shell","0.00","6.00","$48.00"," Sodus NY 14551 (43.23611, -77.06489)"
"06/30/2023","442215","St. Lawrence","Norfolk","13667","Saint Lawrence Gas","National Grid","01/13/2020","$4,177.00","Natural Gas","1957","1,552","1","Home Performance","Single Family","Building Shell","368.00","26.00","$332.00"," Norfolk NY 13667 (44.8002742, -74.9896725)"
"06/30/2023","418712","Oneida","Durhamville","13054",,"National Grid","03/19/2020","$7,240.00","Propane","1981","1,675","1","Home Performance","Single Family","Building Shell","510.00","14.00","$392.00"," Durhamville NY 13054 (43.123315, -75.67175)"
"06/30/2023","477049","Herkimer","West Winfield","13491",,"New York State Electric & Gas","04/22/2021","$6,212.00","Oil","1821","1,572","1","Home Performance","Single Family","Building Shell","158.00","19.00","$354.00"," West Winfield NY 13491 (42.88617, -75.189695)"
"06/30/2023","491303","Queens","Queens","11423","National Grid","Consolidated Edison","07/15/2021","$7,775.00","Natural Gas","1930","1,518","1","Home Performance","Single Family","Building Shell","460.00","43.00","$763.00"," Queens NY 11423 (40.714205, -73.766845)"
"06/30/2023","510594","Monroe","Webster","14580","Rochester Gas & Electric","Rochester Gas & Electric","10/19/2021","$5,588.00","Natural Gas",,"1,215","1","Home Performance","Single Family","Building Shell","208.00","19.00","$192.00"," Webster NY 14580 (43.2141056, -77.4345478)"
"06/30/2023","476914","Otsego","Hartwick","13348",,"New York State Electric & Gas","06/21/2021","$5,993.00","Oil","1913","1,890","1","Home Performance","Single Family","Building Shell","675.00","38.00","$602.00"," Hartwick NY 13348 (42.6604944, -75.0502082)"
"06/30/2023","467005","Kings","Brooklyn","11210","National Grid","Consolidated Edison","12/01/2020","$9,693.00","Natural Gas",,"1,690","1","Home Performance","Single Family","Building Shell","510.00","55.00","$739.00"," Brooklyn NY 11210 (40.626385, -73.942945)"
"06/30/2023","475811","Wayne","Williamson","14589","Rochester Gas & Electric","Rochester Gas & Electric","02/25/2021","$2,632.00","Natural Gas",,"1,092","1","Home Performance","Mobile","Building Shell","232.00","4.00","$53.00"," Williamson NY 14589 (43.227735, -77.18993)"
"06/30/2023","404817","Greene","Catskill","12414","Central Hudson Gas & Electric","Central Hudson Gas & Electric","12/23/2019","$6,205.00","Electric","1931","1,976","1","Home Performance","Single Family","Building Shell","301.00","21.00","$440.00"," Catskill NY 12414 (42.2216903, -73.8647561)"
"06/30/2023","485012","Allegany","Wellsville","14895","National Fuel Gas Distribution","National Grid","02/09/2021","$7,876.00","Natural Gas","1989","1,260","1","Home Performance","Mobile","Building Shell","610.00","43.00","$381.00"," Wellsville NY 14895 (42.12311, -77.94936)"
"06/30/2023","414253","Ontario","Farmington","14425","Rochester Gas & Electric","Rochester Gas & Electric","11/18/2019","$8,453.00","Natural Gas",,"1,050","1","Home Performance","Mobile","Building Shell","477.00","39.00","$376.00"," Farmington NY 14425 (42.9784959, -77.3628069)"
"06/30/2023","491980","Monroe","Rochester","14613","Rochester Gas & Electric","Rochester Gas & Electric","05/20/2021","$8,023.00","Natural Gas","1921","1,620","1","Home Performance","Single Family","Building Shell","158.00","61.00","$548.00"," Rochester NY 14613 (43.179715, -77.63689)"
"06/30/2023","430778","Erie","Buffalo","14201","National Fuel Gas Distribution","National Grid","01/28/2020","$3,687.00","Natural Gas",,"2,012","1","Home Performance","Single Family","Building Shell","426.00","23.00","$214.00"," Buffalo NY 14201 (42.89563, -78.88275)"
"06/30/2023","463276","Monroe","Rochester","14616","Rochester Gas & Electric","Rochester Gas & Electric","02/09/2021","$11,893.00","Natural Gas","1940","1,068","1","Home Performance","Single Family","Building Shell","494.00","42.00","$399.00"," Rochester NY 14616 (43.22041, -77.64325)"
"06/30/2023","444454","Erie","Buffalo","14220","National Fuel Gas Distribution","National Grid","03/03/2020","$1,673.00","Natural Gas",,"1,356","1","Home Performance","Single Family","Building Shell","54.00","17.00","$132.00"," Buffalo NY 14220 (42.852935, -78.826155)"
"06/30/2023","481778","Orange","Middletown","10940","Orange & Rockland","Orange & Rockland","03/23/2021","$10,976.00","Natural Gas","1921","2,336","1","Home Performance","Single Family","Building Shell","510.00","70.00","$899.00"," Middletown NY 10940 (41.4452505, -74.419957)"
"06/30/2023","468507","Rockland","Monsey","10952","Orange & Rockland","Orange & Rockland","01/14/2021","$6,778.00","Natural Gas",,"2,218","1","Home Performance","Single Family","Building Shell","985.00","21.00","$414.00"," Monsey NY 10952 (41.11271, -74.069045)"
"06/30/2023","500430","Monroe","Rochester","14612","Rochester Gas & Electric","Rochester Gas & Electric","06/21/2021","$3,615.00","Natural Gas","1962","1,440","1","Home Performance","Single Family","Building Shell","510.00","16.00","$172.00"," Rochester NY 14612 (43.25403, -77.613775)"
"06/30/2023","404868","Erie","Buffalo","14211","National Fuel Gas Distribution","National Grid","08/29/2019","$974.00","Natural Gas","1926","2,864","1","Home Performance","Single Family","Building Shell","0.00","9.00","$67.00"," Buffalo NY 14211 (42.90832, -78.83677)"
"06/30/2023","475788","Oneida","Utica","13501","National Grid","National Grid","04/29/2021","$4,504.00","Natural Gas",,"1,509","1","Home Performance","Single Family","Building Shell","259.00","24.00","$221.00"," Utica NY 13501 (43.09528, -75.22754)"
"06/30/2023","518076","Steuben","Rexville","14877","National Fuel Gas Distribution","New York State Electric & Gas","12/07/2021","$8,457.00","Natural Gas",,"820","1","Home Performance","Single Family","Building Shell","426.00","9.00","$129.00"," Rexville NY 14877 (42.0821269, -77.6619234)"
"06/30/2023","472546","Kings","Brooklyn","11208","National Grid","Consolidated Edison","07/01/2021","$7,015.00","Natural Gas",,"1,615","1","Home Performance","Single Family","Building Shell","947.00","29.00","$536.00"," Brooklyn NY 11208 (40.67584, -73.87789)"
"06/30/2023","457074","Kings","Brooklyn","11204","National Grid","Consolidated Edison","03/02/2021","$1,760.00","Natural Gas","1986","Report SF more than 4,000","1","Home Performance","Single Family","Building Shell","572.00","8.00","$215.00"," Brooklyn NY 11204 (40.622425, -73.984265)"
"06/30/2023","425621","Cortland","Cortland","13045",,"National Grid","11/25/2019","$1,998.00","Kerosene","1967","872","1","Home Performance","Single Family","Building Shell","634.00","12.00","$190.00"," Cortland NY 13045 (42.600225, -76.18184)"
"06/30/2023","459824","Erie","Buffalo","14226","National Fuel Gas Distribution","National Grid","11/18/2020","$6,694.00","Natural Gas",,"2,403","1","Home Performance","Single Family","Building Shell","410.00","34.00","$295.00"," Buffalo NY 14226 (42.977785, -78.816145)"
"06/30/2023","459015","Jefferson","Mannsville","13661",,"National Grid","10/20/2020","$7,124.00","Oil","1896","1,740","1","Home Performance","Single Family","Building Shell","267.00","25.00","$471.00"," Mannsville NY 13661 (43.709988, -76.0661317)"
"06/30/2023","461163","Monroe","Brockport","14420",,"National Grid","07/07/2020","$5,138.00","Propane","1977","1,012","1","Home Performance","Single Family","Building Shell","410.00","17.00","$438.00"," Brockport NY 14420 (43.214665, -77.940015)"
"06/30/2023","457054","Monroe","Rochester","14615","Rochester Gas & Electric","Rochester Gas & Electric","12/10/2020","$9,166.00","Natural Gas","1921","1,630","1","Home Performance","Single Family","Building Shell","1,238.00","55.00","$578.00"," Rochester NY 14615 (43.1983016, -77.6344761)"
"06/30/2023","460308","Bronx","The Bronx","10455","Consolidated Edison","Consolidated Edison","09/03/2020","$3,544.00","Natural Gas","1994","2,166","1","Home Performance","Single Family","Building Shell","510.00","24.00","$451.00"," The Bronx NY 10455 (40.81595, -73.91003)"
"06/30/2023","443642","Sullivan","Liberty","12754",,"New York State Electric & Gas","01/21/2020","$8,667.00","Kerosene","1933","924","1","Home Performance","Mobile","Building Shell","100.00","30.00","$554.00"," Liberty NY 12754 (41.805105, -74.744745)"
"06/30/2023","423178","Monroe","Rochester","14616","Rochester Gas & Electric","Rochester Gas & Electric","11/15/2019","$10,189.00","Natural Gas",,"1,344","1","Home Performance","Single Family","Building Shell","54.00","93.00","$785.00"," Rochester NY 14616 (43.22041, -77.64325)"
"06/30/2023","481821","Erie","Buffalo","14206","National Fuel Gas Distribution","National Grid","02/11/2021","$4,197.00","Natural Gas",,"960","1","Home Performance","Single Family","Building Shell","0.00","13.00","$97.00"," Buffalo NY 14206 (42.8753602, -78.8019756)"
"06/30/2023","525175","Queens","Queens","11432","Consolidated Edison","Consolidated Edison","12/07/2021","$8,902.00","Natural Gas",,"1,732","1","Home Performance","Single Family","Building Shell","1,048.00","47.00","$990.00"," Queens NY 11432 (40.71319, -73.798685)"
"06/30/2023","454545","Warren","North River","12856",,"National Grid","02/25/2020","$4,699.00","Oil",,"1,372","1","Home Performance","Single Family","Building Shell","0.00","23.00","$532.00"," North River NY 12856 (43.71756, -74.10948)"
"06/30/2023","454819","Erie","Buffalo","14211","National Fuel Gas Distribution","National Grid","03/25/2020","$5,593.00","Natural Gas","1921","1,968","1","Home Performance","Single Family","Building Shell","259.00","31.00","$256.00"," Buffalo NY 14211 (42.90832, -78.83677)"
"06/30/2023","466768","Onondaga","Syracuse","13209","National Grid","National Grid","08/27/2020","$5,503.00","Natural Gas","1959","2,325","1","Home Performance","Single Family","Building Shell","510.00","29.00","$289.00"," Syracuse NY 13209 (43.059, -76.219045)"
"06/30/2023","494752","Albany","Delmar","12054","National Grid","National Grid","12/14/2021","$8,059.00","Natural Gas",,"2,528","1","Home Performance","Single Family","Building Shell","0.00","70.00","$761.00"," Delmar NY 12054 (42.61774, -73.83438)"
"06/30/2023","478093","Erie","Buffalo","14227","National Fuel Gas Distribution","New York State Electric & Gas","12/15/2020","$4,738.00","Natural Gas","1961","1,568","1","Home Performance","Single Family","Building Shell","368.00","26.00","$228.00"," Buffalo NY 14227 (42.8872, -78.754585)"
"06/30/2023","474307","Queens","Queens","11420","National Grid","Consolidated Edison","01/26/2021","$9,923.00","Natural Gas",,"910","1","Home Performance","Single Family","Building Shell","1,047.00","44.00","$731.00"," Queens NY 11420 (40.67144, -73.81526)"
